sample	genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads	species	genus	SDP	sec_clust
25B	H3T80.fna	50.463430731498	0.977830220023419	0.0124034027950158	2663671	11	10	35	52.9570504069699	0.0324610826367918	0.952652185649054	1	0.0125268886048403	0.990981071520899	0.998119841485022	NA	False	398613	78.324470100072	0.429252829156623	0.9678002872597	22886	4771	4568	86979	506726	510834	0.981918613809101	91547	1347216	Gilliamella apis	Gilliamella	Gilli_2	53_2
25B	H3T89.fna	8.6993184751079	0.677391744136731	0.0106987439661886	2204615	21	19	1	30.4595005327343	0.0205338591112832	0.226481721298277	0.999538716720032	0.0060786489234489	0.973238801934689	0.982952303702146	NA	False	24958	78.5363811202821	0.714171751002164	0.989714075231236	13362	8512	8367	10902	70047	73143	0.973484866212639	19269	318812	Bifidobacterium asteroides	Bifidobacterium	Bifido_1.3	58_3
25B	H3U49.fna	59.8771109557641	0.933722740749624	0.0107807081625236	2051322	21	20	52	51.2976696943568	0.0358530312859785	0.897992611593889	1	0.0107036179360788	0.984839354813493	0.991108382299932	NA	False	453903	91.7450182087362	0.627750187390125	0.983454136854165	27927	16379	15827	55845	459646	470225	0.977735604933156	71672	1278613	Lactobacillus kullabergensis	Lactobacillus	Firm5_4	37_1
25B	H3U87.fna	142.978058787952	0.91671851941454	0.0040967493646858	2066750	3	3	164	104.273506635359	0.0725426071817175	0.851094713922826	1	0.0024023560620084	0.978658328595793	0.982744172825469	NA	False	103573	104.339026580286	0.792161011737713	0.99366850258128	37540	30353	30078	17110	1088059	1097689	0.991114972873154	47188	2617672	Bifidobacterium choladohabitans	Bifidobacterium	Bifido_1.2	58_5
25B	H3V17.fna	0.166096889418068	0.0095226224140496	0.0025439822048338	2687600	8	3	0	4.40889998188415	0.002690155122289	0.0019076499479088	0.136415521355985	0.0007658613711867	0.972108445484688	0.973473766335088	NA	False	1	49	NA	NA	143	136	132	20	1662	1692	0.97519735059288	152	6764	Bartonella apis	Bartonella	Bapis	39_4
25B	SALWKB12.fna	0.416115746707911	0.0147890278314879	0.0018307574231227	2438497	34	9	0	5.58498810028876	0.0035815219068331	0.0097277134234735	0.307488340571889	0.0013200297600571	0.990514733780195	0.991147084861515	NA	False	8	2	1	1	225	210	208	66	4004	4188	0.978580472042717	274	14845	Snodgrassella communis/Snodgrassella alvi	Snodgrassella	Snod_bombus	62_1
26B	14B_MAG.27.fa	39.2040570222291	0.914325952417022	0.0045875175192465	2316921	52	52	38	42.9684459196006	0.0282924810744539	0.871835077674206	0.999999999999999	0.0047935200161926	0.984523060456749	0.988085979367051	NA	False	99124	83.0821092772689	0.805919636605787	0.99016440079524	31263	24066	23819	23516	339425	349187	0.980980934957163	47335	849974	Snodgrassella sp.	Snodgrassella	unclassified	60_1
26B	22B_MAG.26.fa	0.270615707595157	0.16797409151405	0.0027413186954468	2519329	2	2	0	0.745619739728251	0.0004697962221927	0.0039677231516804	0.212548635698365	0	0.974889955982393	0.976390556222489	NA	False	NA	NA	NA	NA	251	236	236	35	2464	2526	0.97057061291106	271	6148	Bartonella apis	Bartonella	Bapis	39_6
26B	22B_MAG.3.fa	19.277695192064	0.965641874457821	0.000619457389755	1980434	8	8	19	7.82690500602979	0.0055639791099027	0.956707469170899	0.999999959509759	0.0043774211041588	0.988733284917475	0.988802425296723	NA	False	849	16.4240282685512	0.707725711598562	0.873972823574545	21347	21216	21184	1709	142894	143805	0.98382409816668	22893	290990	Commensalibacter	Commensalibacter	Com_1	27_1
26B	25B_MAG.35.fa	6.40195544410297e-05	4.41071177754253e-05	NA	4670448	101	1	0	0.0102123150487133	4.7357219288148e-06	0	5.65276688225813e-05	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	1	1	0.93046357615894	0	23	Klebsiella pneumoniae	Klebsiella	unclassified	20_1
26B	25B_MAG.9.fa	0.0490960618539053	0.0370343601106979	0	1051510	75	57	0	0.290719048128215	0.0002855531460308	0.0004146418008387	0.0424255655472965	0	1	1	NA	False	NA	NA	NA	NA	0	0	0	0	206	208	0.995019629497411	0	436	Fructobacillus sp018437235	Fructobacillus	unclassified	6_0
26B	2B_MAG.3.fa	0.204037246107948	0.022620972387191	0.0020416213605795	2517310	4	4	0	4.74198281620379	0.0029892396340845	0.0022436648644783	0.164867503530948	0.0008132473235885	0.973618980169972	0.975035410764872	NA	False	10	70	0.0535962259611195	0.659895948689553	149	141	137	21	1887	1908	0.976462318188321	158	7610	Bartonella sp.	Bartonella	unclassified	39_5
26B	31B_MAG.25.fa	21.9268082611976	0.963378207224051	0.0046218704708895	1890186	13	13	19	21.1785257917102	0.0154149623181098	0.937183430625346	0.99999999609642	0.0170879385151016	0.983127955557337	0.986340576171737	NA	False	96584	76.193510312267	0.530234258488576	0.975072252810731	29888	24197	24012	20313	153024	156234	0.978714861938529	44325	379311	Lactobacillus helsingborgensis	Lactobacillus	Firm5_2	38_1
26B	33B_MAG.16.fa	0.385559424964815	0.0166745273860298	0.0138574230679862	2652429	19	14	0	14.6658333753002	0.0090114829126454	0.0045275481454922	0.288549170629166	0.0163897778266571	0.959696893996169	0.970771921059205	NA	False	3719	146.378596396881	0.464870304093174	0.970450606830504	484	351	341	435	3675	4606	0.966034587913054	776	18341	Apibacter sp.	Apibacter	unclassified	40_1
26B	33B_MAG.28.fa	21.646844166816	0.786958859220194	0.0131892905130292	1953050	18	18	7	39.2238277218624	0.0280927357281294	0.578555592534753	0.999999995001677	0.0081729114200289	0.974076683174801	0.984110773239122	NA	False	131152	78.1514121019885	0.483505018599112	0.978411163018238	29292	17954	17445	35462	154440	157840	0.975448383253576	52907	609366	Bifidobacterium asteroides	Bifidobacterium	unclassified	58_4
26B	35B_MAG.14.fa	0.0002860024854375	3.46551684192501e-05	0.0028044871794872	5136319	18	1	0	0.050663435728658	2.23625299898858e-05	3.03719453561954e-05	0.0002525083090505	0	0.929487179487174	0.929487179487174	NA	False	NA	NA	NA	NA	11	11	11	0	5	20	0.90192558054616	11	504	Klebsiella aerogenes	Klebsiella	unclassified	19_1
26B	35B_MAG.19.fa	0.0004032531010621	0.000252454749052	NA	4151239	18	3	0	0.0287208077939863	1.41025038907611e-05	0	0.0003560091019529	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	6	10	0.927816280781012	0	203	Kluyvera sp902363335	Kluyvera	unclassified	23_0
26B	35B_MAG.26.fa	0.0006198417824591	0.0003943845470153	NA	4528575	35	3	0	0.0327418468051167	1.53977885262249e-05	0	0.0005471705414814	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	10	24	0.919348772829699	0	123	Cedecea neteri	Cedecea	unclassified	21_0
26B	40B_MAG.15.fa	0.0588614685400795	0.0429534755356698	0	1161303	53	43	0	0.309255915565302	0.000288294649125	8.61101710750754e-05	0.0506470927328585	0	1	1	NA	False	NA	NA	NA	NA	0	0	0	0	267	267	0.993383265188885	0	546	Fructobacillus fructosus	Fructobacillus	unclassified	5_1
26B	48B_MAG.22.fa	2.53088945932111	0.778995103273391	0.0009528287771445	3727388	72	72	2	8.47508884847444	0.0043982766767071	0.142231503669594	0.892983836221699	0.0001021306187758	0.998066592222608	0.998538155095142	NA	False	177	130.474576271186	0.875440899608349	0.971527189383058	1025	775	770	592	36134	36880	0.994909526429135	1362	77436	Jejubacter sp.	Jejubacter	unclassified	12_1
26B	48B_MAG.6.fa	0.892608632656687	0.469423938325148	0.0041725772174097	1953211	11	11	0	1.28487472128122	0.000919879704769	0.0209634289382969	0.545325464526115	0	0.992013871928882	0.995384164509354	NA	False	NA	NA	NA	NA	327	189	189	254	6702	6715	0.992131303943858	443	13608	Bombella mellum	Bombella	unclassified	2_1
26B	49B_MAG.12.fa	14.2657464344423	0.998661632716054	0.0006266498941101	2825084	41	41	14	6.39607175052316	0.003810912019526	0.962932783591568	0.99999661668345	0.0018857438045541	0.999923907297768	0.999994118438475	1.89343938210038	False	2150	45.6944186046512	0.714657286155373	0.972516296529292	207	16	14	2083	155462	156087	0.996603444342564	2097	318582	Gilliamella sp.	Gilliamella	unclassified	47_1
26B	50B_MAG.25.fa	25.3767175475743	0.921857360126209	0.009295582733462	4653874	100	100	26	12.3263588390375	0.0057261502983326	0.899998581826667	0.99999999981444	0.0083415731419555	0.982086102834441	0.989197990679196	NA	False	198593	42.821856762323	0.352318074766976	0.959235148243188	75032	45244	43915	102906	429399	433177	0.978110765182573	146821	886301	Pantoea agglomerans	Pantoea	unclassified	15_1
26B	56B_MAG.15.fa	41.339006738696	0.530391148733693	0.0042258313871428	1432473	125	124	1	106.134582660676	0.0894616769278137	0.385702906791262	1	0.0031085873369634	0.969587825718676	0.974239333657913	NA	False	32643	108.498085347548	0.646656213099447	0.967604525394802	16803	14233	14111	6073	219031	222719	0.972030901875336	20184	667269	Bombilactobacillus sp.	Bombilactobacillus	unclassified	34_2
26B	59B_MAG.11.fa	58.0194050639238	0.93846682833037	0.0071065583207826	1660649	45	45	67	34.7235575633631	0.0270187632614687	0.88199974829118	1	0.0053413598087894	0.984208284062451	0.990689510149574	NA	False	118077	81.2387255773775	0.595082855942962	0.98844912135555	23130	13637	13413	28051	354361	357212	0.98398208940671	41464	839144	Bifidobacterium sp.	Bifidobacterium	unclassified	58_9
26B	59B_MAG.6.fa	0.0549676586385563	0.0025993580886664	0.0050302520786048	4780411	13	4	0	2.80284609777648	0.0012822857443401	0.0009946843482704	0.0473773773508265	0.0029924379637877	0.954784437434279	0.958569926393269	NA	False	131	62.8549618320611	0.447936068143239	0.946202235073994	215	197	192	45	948	991	0.937231742683434	237	3351	Enterobacter ludwigii	Enterobacter	unclassified	17_1
26B	61B_MAG.9.fa	0.0053807007585205	0.0017977616967993	0.0015999806893837	4449978	17	4	0	0.189083782422178	8.96688030713118e-05	0.0002910126746693	0.0047398898687889	0	0.932046332046328	0.932046332046328	NA	False	NA	NA	NA	NA	88	88	87	4	84	188	0.935819429924424	91	789	Kosakonia cowanii	Kosakonia	unclassified	24_0
26B	63B_MAG.16.fa	8.766412302966e-05	4.63409673927833e-05	NA	3387931	437	1	0	0.0132216586429329	7.27769914253822e-06	0	7.74044247581207e-05	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	1	3	0.90964170205276	0	197	Pantoea dispersa	Pantoea	unclassified	25_0
26B	64B_MAG.11.fa	30.0299593612427	0.930674214300638	0.0049248847808669	2292639	47	47	24	40.8625420251854	0.0270426836875165	0.887390470108901	0.999999999996952	0.008287414737655	0.983595695381491	0.987433065974069	NA	False	78235	84.3073049146801	0.797179238171883	0.991758394566487	33374	25567	25259	23727	255880	262277	0.979644672626196	48986	678599	Snodgrassella alvi	Snodgrassella	unclassified	60_2
26B	68B_MAG.18.fa	0.0021193310431264	0.0012742896998481	0.0054647641886997	4533506	30	14	0	0.0712987198362725	3.3508289804858e-05	5.66890172859565e-05	0.0018696193912837	0	0.980544747081711	0.984435797665369	NA	False	NA	NA	NA	NA	5	4	4	1	34	43	0.942310015295065	5	214	Hafnia alvei	Hafnia	unclassified	13_1
26B	69B_MAG.20.fa	0.0228645248550278	0.0013050317689551	0.0023580588127895	4779194	76	4	0	1.63181453555803	0.0007476274523669	0.0004977826805105	0.0199869346797884	0.0001025417271643	0.936948297604035	0.937368642286675	NA	False	NA	NA	NA	NA	150	149	149	2	380	893	0.923326167791377	151	3104	Gibbsiella quercinecans	Gibbsiella	unclassified	14_1
26B	70B_MAG.2.fa	4.67834310105325	0.0035616900788066	0.0039430286629568	2215802	15	7	0	114.987982733307	0.0773003171174186	0.002703310133306	0.983932825805608	0.0027496205793837	0.990484140233723	0.993322203672788	NA	False	170	180.088235294118	0.546424049439666	0.914743964377745	57	40	40	53	39265	39411	0.945002976784691	93	89591	Snodgrassella sp.	Snodgrassella	Snod_2	59_1
26B	70B_MAG.28.fa	0.0002506405446531	0.0001160623783349	NA	4428653	202	2	0	0.0252816554786044	1.20686788016547e-05	0	0.0002212911124377	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	5	8	0.91870640909991	0	55	Citrobacter portucalensis	Citrobacter	unclassified	22_0
26B	71B_MAG.1.fa	0.0004927899729135	0.0003746903069911	NA	1176972	36	1	0	0.0270782279074167	2.50362808077808e-05	0	0.0004350388892111	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	2	2	0.983421706893138	0	27	Apilactobacillus bombintestini	Apilactobacillus	unclassified	9_1
26B	71B_MAG.17.fa	251.16199146945	0.946570084074315	0.0009590455322028	2461037	9	9	270	95.3596453152558	0.0608085325780379	0.942369822152206	1	0.000746032323013	0.96579434263522	0.966219487954288	NA	False	20066	79.0445529751819	0.687732552567905	0.952610548347887	79330	78344	78115	3882	2231852	2286337	0.968031367749134	81997	4728124	Bartonella sp.	Bartonella	unclassified	43_1
26B	71B_MAG.23.fa	0.002135979813313	0.0004952381114183	0.0094642244096071	4708846	16	4	0	0.147094836643171	6.78090793752815e-05	0.0001467450836149	0.0018842926624828	0	0.942112879884219	0.947901591895797	NA	False	NA	NA	NA	NA	40	36	36	8	35	57	0.923898340009117	44	936	Enterobacter bugandensis	Enterobacter	unclassified	18_1
26B	73B_MAG.30.fa	28.306894791606	0.551819825977878	0.0103346556584001	2697703	60	60	1	69.7605040375345	0.0425677503154987	0.36463428331436	0.999999999986042	0.0091909247793265	0.97290568531273	0.98050270668666	NA	False	208336	119.508927885723	0.538878049932292	0.967969410723951	26652	19179	18718	26133	283500	303634	0.97344532212413	44851	982106	Gilliamella sp.	Gilliamella	unclassified	53_4
26B	75B_MAG.10.fa	0.0012816170922113	0.0001029308209188	0.0239936823056916	4284431	37	2	0	0.132733155455434	6.41812647065324e-05	5.50831604009955e-05	0.0011310277977941	0	0.970338983050847	1	NA	False	73	46.5342465753425	1	1	7	0	0	15	19	21	0.934049309674967	15	364	Cronobacter turicensis	Cronobacter	unclassified	16_1
26B	77B_MAG.8.fa	0.0090984905124183	0.0027068169735794	0.0006431219989761	4518222	17	5	0	0.25186787495139	0.0001185366119	0.000602006718572	0.0080017810602006	0	0.954779411764706	0.955514705882352	NA	False	NA	NA	NA	NA	123	121	121	2	145	185	0.943487140253119	123	1085	Enterobacter asburiae	Enterobacter	unclassified	18_2
26B	77B_MAG.9.fa	24.5639919712807	0.872533163201454	0.0179341249816412	1877759	30	30	14	29.6755085107334	0.0216906876578761	0.734555925440911	0.999999999619679	0.017657937051673	0.971339479844764	0.983984850495063	NA	False	338487	73.9216720287633	0.40243871399254	0.971297551319239	39532	22090	21169	61948	165862	170170	0.968548288081395	83117	666109	Bifidobacterium sp000499185	Bifidobacterium	unclassified	58_7
26B	7B_MAG.35.fa	0.0004884160804741	0.0002369673705804	NA	3038393	308	3	0	0.0354704484596632	2.05585478197671e-05	0	0.0004311784149164	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	5	5	0.938155009424068	0	64	Lonsdalea britannica	Lonsdalea	unclassified	26_0
26B	A9G03.fna	0.518466629176548	0.009341329561358	0.0044849115471068	2670926	59	13	0	8.6956731308843	0.0053325364138964	0.006403397173864	0.367329818912445	0.0014103848389771	0.99193124013331	0.99508858095071	NA	False	175	91.1828571428572	0.440408088246953	0.942130013418258	138	84	83	153	5361	5405	0.965375131862375	236	18109	Gilliamella sp.	Gilliamella	Gilli_apis_andre	51_1
26B	A9G10.fna	0.244283836912477	0.0075017162281196	0.0037867380170713	2737107	46	12	0	4.67263373842225	0.0028290918000471	0.0049753261381451	0.194025059374107	0.0017042381512155	0.990894404464679	0.992509913349978	NA	False	131	42.1908396946565	0.946604475887204	1	124	102	101	121	2654	2783	0.981590739107256	222	10145	Gilliamella sp.	Gilliamella	Gilli_4	50_1
26B	A9G11.fna	0.136957645383708	0.0079543718325059	0.0028598419828608	3076170	129	27	0	3.35951501451131	0.0019235363467484	0.003829437254768	0.1139072065732	0.0023731076272107	0.987775891341256	0.98981324278438	NA	False	170	53.6588235294118	0.661724467036602	1	144	120	119	67	1670	1708	0.965622053894999	186	7856	Gilliamella sp.	Gilliamella	Gilli_apis_dorsa	49_0
26B	A9G12.fna	0.0808697046330856	0.0084278847596737	0.002975885146421	2532308	22	17	0	3.1049357547606	0.001952864326994	0.0028558927271089	0.0689180195001728	0.0097156399418091	0.979397123893805	0.980365044247787	NA	False	640	121.09375	0.317697635130194	0.963880621716042	149	142	139	51	788	896	0.980306763032646	190	6024	Gilliamella sp.	Gilliamella	Gilli_apis_dorsa	48_1
26B	A9G13.fna	0.122266919372064	0.0071392088745182	0.003681772561952	2369030	16	12	0	2.93265389276773	0.0019066419130791	0.0034929908021426	0.102338014623067	0.0018027229820368	0.99166163141994	0.993595166163142	NA	False	83	28.2771084337349	0.540801201088255	0.980761562998405	69	53	53	56	1137	1146	0.98150953835208	109	4713	Gilliamella sp.	Gilliamella	Gilli_apis_dorsa	48_2
26B	A9G17.fna	249.795317961347	0.967212013060191	0.0137899423102951	2901642	1	1	258	133.904949385298	0.0786121651408748	0.956072458283965	1	0.0132696368528746	0.985534824704958	0.992715685355673	NA	False	1296914	158.581175775726	0.64707803666012	0.983845628378093	40129	20208	19115	96525	2688981	2747493	0.980578652988779	115640	6478210	Gilliamella apicola	Gilliamella	Gilli_1	52_2
26B	A9G19.fna	152.832149137881	0.966823410524765	0.0121863956201968	2388823	10	10	157	94.361019419582	0.0610776906486795	0.951074231954398	1	0.0110163839655924	0.987707465135646	0.994515279399	NA	False	744886	124.349760903011	0.427580639721603	0.962900078713333	27928	12461	11772	75481	1366632	1388799	0.982601110506128	87253	3316177	Gilliamella apis	Gilliamella	Gilli_2	53_1
26B	A9G23.fna	0.416658245652086	0.0092828335358484	0.0050029952984021	2434386	53	13	0	13.4998571808459	0.0086712583809632	0.0055734793085401	0.30781999261379	0.0058934901168798	0.980247641509434	0.982385023584906	NA	False	750	119.585333333333	0.327097702002439	0.964369466634544	268	239	231	153	3876	4318	0.97885957675451	384	17289	Gilliamella sp.	Gilliamella	Gilli_bombus	45_3
26B	A9G35.fna	0.511069090743069	0.0177129801720086	0.0055136848444354	2628355	125	46	0	10.028021153083	0.006215107258693	0.0085418446138364	0.363183673941632	0.0032050839226965	0.973275132510801	0.977907442875596	NA	False	1095	84.5945205479452	0.776940761844903	0.998570167206107	600	496	488	279	5064	5325	0.976448688921054	767	21939	Gilliamella sp.	Gilliamella	Gilli_bombus	46_2
26B	A9G47.fna	0.177913433888367	0.0072806873367806	0.0032067920389181	2847396	61	18	0	3.66896641556936	0.0021789751091246	0.0040626593561274	0.145379323857634	0.0012514338751208	0.985477178423236	0.98737897648686	NA	False	22	79.0909090909091	0.396888597126591	1	168	146	142	67	2048	2211	0.974876998274651	209	10982	Gilliamella sp.	Gilliamella	Gilli_bombus	45_1
26B	B6C99.fna	56.6823968179442	0.948410079462807	0.012121692118189	2709192	77	76	42	63.4329805039422	0.0386485468179023	0.897760660743129	1	0.0098502705173965	0.985267695252787	0.995197364039066	NA	False	424941	92.2241770033958	0.521523519450426	0.982348083401136	35832	11681	11109	79391	574322	584864	0.976392631864598	90500	1649918	Gilliamella apis	Gilliamella	Gilli_2	53_3
26B	BBC0122.fna	0.208244187214417	0.006719496204611	0.0006558244403505	2907212	1	1	0	4.00266577651755	0.0023476102139657	0.0043546875838432	0.167964039475186	0.0004009033125593	0.967772511848341	0.967851500789889	NA	False	8	65.875	0.657728259394927	1	408	407	407	8	2249	2441	0.968469744151873	415	9133	Bartonella apis	Bartonella	Bapis	39_1
26B	BBC0244.fna	0.309032379371359	0.0137266259013027	0.0007670740821409	2643257	1	1	0	5.41892192844759	0.0033331872479675	0.0046934520555511	0.238812519676774	0.0006241549330843	0.968966629050459	0.96912784136708	NA	False	111	99.7837837837838	1	1	385	383	383	13	3018	3240	0.967969516192438	396	10737	Bartonella apis	Bartonella	Bapis	39_3
26B	BGI32.fna	1.46407371979136	0.0176799152298086	0.0069331787244554	2483892	119	40	0	20.7277075093894	0.0132152591968606	0.0116450312654495	0.725492609411624	0.0029383131880413	0.965531547104581	0.971063094209162	NA	False	1740	59.751724137931	0.561594957160817	0.973326266945696	997	837	821	456	13669	14383	0.949561682041398	1277	69831	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_2
26B	BHC44.fna	0.810197656492575	0.0157938586880353	0.003930393010357	2582966	90	33	0	10.7300427030496	0.0066997828790702	0.0111205490122595	0.511005741401201	0.0018951544765779	0.982279626792926	0.984821055563292	NA	False	717	75.8214783821478	0.728325477091741	0.994542310802037	509	436	425	250	8041	8633	0.958325036407224	675	41715	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_3
26B	BHC57.fna	0.510732890383784	0.0093696247397645	0.0045669980255614	2609176	74	19	0	9.0395971055627	0.0056121943092637	0.0063947391820252	0.362994597451994	0.0017384913809086	0.973509139946059	0.977524722804914	NA	False	226	23.8716814159292	0.793605271816245	0.995673517257151	442	375	371	174	5113	5510	0.951786274999046	545	30115	Snodgrassella sp.	Snodgrassella	Snod_bombus	62_4
26B	BINDI.fna	154.611892103179	0.942438540113667	0.0061229232439572	1734546	1	1	165	63.6798067642736	0.0483541764067183	0.933429266217212	1	0.0056480519589026	0.9769695801803	0.983724667649944	NA	False	176314	122.77443084497	0.905221846086165	0.993447042997692	37288	26351	25946	24868	975030	995544	0.976652799154098	50814	2052728	Bifidobacterium coryneforme 	Bifidobacterium	Bifido_2	57_1
26B	CIN.fna	0.0668512590547903	0.0020792104214719	0.0015631433098368	2454778	26	3	0	1.89044040389305	0.0012078623466431	0.0016636942322279	0.0573211927563531	0.0002463563413843	0.966699314397649	0.96743388834476	NA	False	NA	NA	NA	NA	136	133	132	6	593	630	0.940364059855647	138	2077	Commensalibacter intestini	Commensalibacter	Com_drosophila	28_0
26B	ESL0198.fna	84.2644658836315	0.980553736787952	0.0126550535022074	2245110	1	1	90	48.7174000869999	0.0325150729423631	0.957944154183982	1	0.0106370452059743	0.980403963379195	0.992716291050779	NA	False	595481	100.279217976728	0.507455067476761	0.982763802652657	42145	15665	15129	79557	691354	698113	0.980284196155152	94686	1712457	Bifidobacterium polysaccharolyticum	Bifidobacterium	Bifido_1.4	58_1
26B	ESL0200.fna	18.7482690535196	0.967378168047157	0.0085028962938352	1945323	1	1	17	15.3984068637212	0.0110408463896671	0.907222091138592	0.999999935378688	0.0125468866692838	0.98664128192924	0.995640397996419	NA	False	74941	66.7063022911357	0.557332469579606	0.986093951307878	23576	7694	7514	35761	134445	137382	0.982740850296283	43275	368436	Bifidobacterium sp.	Bifidobacterium	Bifido_1.5	58_8
26B	ESL0825.fna	68.3481838463116	0.918884131030164	0.0205657757602124	2213414	5	4	59	55.6426616561693	0.0374088877088676	0.876892890349478	1	0.0193816079936923	0.981801994613914	0.993403667422835	NA	False	1247219	101.386504695647	0.323790634956855	0.960877135316873	35321	12803	12100	114779	549365	557691	0.970976324789826	126879	1590778	Bifidobacterium apousia	Bifidobacterium	Bifido_1.1	58_6
26B	ESL0827.fna	26.0739904645606	0.954206526957147	0.0134587551603373	2191404	1	1	16	30.4898490636417	0.020597474199276	0.855755944590774	0.999999999899748	0.0110947535827984	0.984099670080685	0.99403031077045	NA	False	221786	69.927921509924	0.473070034396449	0.981408991133194	29818	11195	10854	62876	210700	215296	0.980536834688827	73730	684864	Bifidobacterium sp.	Bifidobacterium	Bifido_1.4	58_2
26B	GAPWK.fna	500.304801026434	0.973049093269695	0.0113459850036298	3139412	1	1	538	225.137800137848	0.127068576423326	0.967970116697012	1	0.0108637210162344	0.986477481500446	0.995822442451224	NA	False	1692293	183.115962779495	0.428789585610372	0.95813932675119	41093	12695	12117	99600	5873433	6051989	0.98408749511341	111717	13279494	Gilliamella apicola	Gilliamella	Gilli_1	52_1
26B	Ga0055041.fna	0.430097939311594	0.0126891205276267	0.0018189424263034	2260992	61	6	0	6.03120025538856	0.0040218808607759	0.0083140497622282	0.315985717282827	0.0014651978477913	0.989466964570699	0.990211724651559	NA	False	80	44.6875	0.732947196578184	0.99554520615996	198	184	184	57	3818	3919	0.991592070436293	241	12778	Gilliamella sp.	Gilliamella	Gilli_bombus	46_4
26B	Ga0056940.fna	0.0033552496545289	0.0002938943320604	0.0007417550858329	1895239	4	1	0	0.248692996997091	0.0001806855232691	0.0001793968992828	0.0029583010233823	0	1	1	NA	False	NA	NA	NA	NA	0	0	0	1	26	26	0.99706316861946	1	101	Bifidobacterium bombi	Bifidobacterium	Bifido_bombus	66_0
26B	Ga0057557.fna	0.0002528660589436	0.0001013413107134	NA	2052470	5	1	0	0.0259443985605661	1.81138650571656e-05	0	0.0002232558047601	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	3	3	1	0	152	Bifidobacterium bohemicum	Bifidobacterium	Bifido_bombus	65_0
26B	Ga0061079.fna	0.0001252628589617	0.0001252628589617	NA	2331098	42	1	0	0.0112116040600212	7.35650395284367e-06	0	0.0001106009877229	NA	0	0	NA	False	NA	NA	NA	NA	0	0	0	0	1	2	0.928807947019867	0	59	Apibacter mensalis	Apibacter	Api_bombus	42_0
26B	Ga0061080.fna	0.236449552545424	0.0448069292500252	0.0025587304117909	2521485	113	77	0	5.09763558739715	0.0032247476715649	0.0046286216257483	0.188430259022475	0.0009164249429586	0.953474423785451	0.955359437923057	NA	False	85	34	0.894156744419573	1	543	521	517	53	2227	2472	0.982306414684657	570	12127	Gilliamella intestini	Gilliamella	Gilli_bombus	46_3
26B	Ga0072403.fna	93.1337190008688	0.949196567397359	0.0097935036605912	2145544	40	38	103	68.5564379041944	0.0468911424726243	0.915614408280604	1	0.0067593528168054	0.981996863309631	0.992502383569077	NA	False	421551	98.2131841698869	0.540795113419043	0.97120990050331	35367	14729	14308	57737	746888	755999	0.980551552299522	72045	1784370	Lactobacillus kimbladii	Lactobacillus	Firm5_4	37_2
26B	Ga0077910.fna	784.862459241013	0.94627780701699	0.0023842117394412	2692351	1	1	872	362.479642691183	0.220919470709355	0.930715571632376	1	0.0018910874085857	0.986219642088216	0.987532988295615	NA	False	197970	183.232484719907	0.636263459206915	0.970286992002922	34531	31240	30977	11867	7906245	8073523	0.985273388304651	42844	16447256	Frischella perrara	Frischella	Fper_1	44_1
26B	Ga0098206.fna	0.0798044872845699	0.0041228156453886	0.0042095327735524	1830060	1	1	0	1.40772768839812	0.0010406623428381	0.0038370326655956	0.0680418439740179	0.0104372099388477	0.967957846767302	0.971233266875534	NA	False	104	32.6826923076923	0.771675348783703	1	225	202	202	60	526	530	0.967923956816456	262	1591	Bifidobacterium actinocoloniiforme	Bifidobacterium	Bifido_bombus	63_0
26B	Ga0098617.fna	3.63422361615638	0.846081709259662	0.0078592834668185	1535542	55	55	3	3.72967915224183	0.003020660515506	0.312781415291799	0.959603795767336	1.55618397907463e-05	0.989860271628124	0.994467914110046	NA	False	187	25.427807486631	0.643621911747991	0.98950923628343	4870	2657	2614	6051	21033	21233	0.98477584552398	8665	46856	Apilactobacillus kunkeei	Apilactobacillus	Lkun	10_1
26B	Ga0133557.fna	110.85053097695	0.928637112719275	0.0062131062068655	3086198	19	17	113	89.2576079378927	0.0508394632939129	0.861546472390948	1	0.004324687641489	0.968124824410669	0.974609829692922	NA	False	442476	116.607470235674	0.669328807710371	0.982669715518334	84753	67510	66782	43409	1252979	1289985	0.974620899577013	110191	3136902	Gilliamella apis	Gilliamella	Gilli_3	53_5
